Date,Adj Close,Close,High,Low,Open,Volume,Daily_Return,EMA_7,EMA_21,Ticker,Company,negative,neutral,positive
2021-01-04,-0.8216080307179413,-0.8214833054128531,-0.8141363537114709,-0.8178873296679937,-0.8204470560163648,0.7001123716999103,,-0.8194642449140602,-0.8144603410226202,NVDA,Nvidia Corporation,,,
2021-01-05,-0.8142615147276141,-0.8141171705764736,-0.8193263447190815,-0.8146760360063648,-0.8205606936177896,-0.6650555622154483,0.5782206466473442,-0.817611008864155,-0.8137717545620554,NVDA,Nvidia Corporation,,,
2021-01-06,-0.8341949318330547,-0.8341037188590852,-0.8242555727392595,-0.827598548546009,-0.8174611732549594,0.8136506363904326,-1.8567071784694915,-0.8212494962787245,-0.815014119318197,NVDA,Nvidia Corporation,,,
2021-01-07,-0.8157939545727323,-0.8156536251544741,-0.8209590558845125,-0.8198476140322801,-0.823900083475808,0.1310437138596254,1.646846060938011,-0.8193365214819619,-0.8144188244449165,NVDA,Nvidia Corporation,,,
2021-01-08,-0.8174902303263024,-0.8173544802034822,-0.8198850751852058,-0.8158367439660242,-0.8139260782079646,-0.8385537839160079,-0.2392761799043717,-0.8183296938125231,-0.8140366386404098,NVDA,Nvidia Corporation,,,
2021-01-11,-0.8087942873055545,-0.8086352494130163,-0.8064755439982206,-0.807569928315306,-0.8125057406349109,0.4573801414456476,0.6909119936883038,-0.8153809298266731,-0.8128741291999452,NVDA,Nvidia Corporation,,,
2021-01-12,-0.8122436458745915,-0.81209385808954,-0.8116034406862374,-0.8080213120108884,-0.8040783529956143,-0.8445910996486418,-0.3892658430951503,-0.8140394938733454,-0.8121406096486388,NVDA,Nvidia Corporation,,,
2021-01-13,-0.8110581271183067,-0.8109051626064613,-0.8148192491347389,-0.8069895743354764,-0.8107066351379727,-1.312012479678649,0.0164763290247419,-0.8127343573133146,-0.8113626554205983,NVDA,Nvidia Corporation,,,
2021-01-14,-0.8194198854105957,-0.8192892730706098,-0.8154462786160077,-0.8122643433479294,-0.8085603317310232,-0.8925452919127949,-0.8230324447945803,-0.8138648465088635,-0.8114391690825616,NVDA,Nvidia Corporation,,,
2021-01-15,-0.8280149506679241,-0.8279073213528778,-0.8222627760934987,-0.8208277685137066,-0.8173222989071278,-0.9231909820385222,-0.8625103716833553,-0.8168809091607838,-0.81231433951841,NVDA,Nvidia Corporation,,,
2021-01-19,-0.8238340715217796,-0.8237152540609098,-0.8280052691896391,-0.8209438491490992,-0.8226691178242642,-1.2192719642419911,0.2985966014687383,-0.818088285341938,-0.8127180766163632,NVDA,Nvidia Corporation,,,
2021-01-20,-0.8152453020789544,-0.815103525162944,-0.8196491546620197,-0.8154562779377097,-0.8202576840948549,-1.033423644198629,0.6961671635987156,-0.8168272099080763,-0.8122800878850039,NVDA,Nvidia Corporation,,,
2021-01-21,-0.8025890263948323,-0.8024135502498126,-0.8055257045740136,-0.8103943111241929,-0.8125120498215126,-0.5788573851202377,1.0381363216644044,-0.8126887244647331,-0.8106956478691382,NVDA,Nvidia Corporation,,,
2021-01-22,-0.8064987754451288,-0.8063337392980604,-0.8094368178368843,-0.8007411202645905,-0.8043939808917523,-1.100867118048357,-0.4234087118552092,-0.8105711357671335,-0.8096217073116578,NVDA,Nvidia Corporation,,,
2021-01-25,-0.8079934162813329,-0.8078322534504602,-0.8097658561574171,-0.8108199155220658,-0.803339768788515,-1.0762357880821356,-0.2177243455872208,-0.8093599831400528,-0.8087854898943199,NVDA,Nvidia Corporation,,,
2021-01-26,-0.8134922192634874,-0.8133457715354285,-0.814328817683759,-0.8069251014926359,-0.8084214573831916,-1.5762770375268684,-0.5670957394267444,-0.8098387496487357,-0.8085406931870517,NVDA,Nvidia Corporation,,,
2021-01-27,-0.8265456860648901,-0.8264340847376869,-0.824559768595546,-0.8222399722174334,-0.8172718013334496,-0.3866503713204513,-1.243644714938116,-0.8134906990417102,-0.8095416477569692,NVDA,Nvidia Corporation,,,
2021-01-28,-0.8231845412645821,-0.8230640198007567,-0.8219026906131689,-0.8179389128619793,-0.8231741176419121,-1.2070595993379558,0.2213788765322836,-0.815381776902825,-0.8101365674908678,NVDA,Nvidia Corporation,,,
2021-01-29,-0.8247295244949174,-0.8246131131473616,-0.8220268555703126,-0.81920278720961,-0.821185640223464,-0.95893280939864,-0.2288829165748421,-0.817189823594028,-0.8108222143685506,NVDA,Nvidia Corporation,,,
2021-02-01,-0.8184928809992578,-0.8183597929428594,-0.8236161338668896,-0.8194284790574012,-0.8217348284281886,-1.2708301814872225,0.4829472852885019,-0.8169725995911771,-0.8108609712251093,NVDA,Nvidia Corporation,,,
2021-02-02,-0.810427484304619,-0.8102728623794274,-0.8161353787348263,-0.809556041174435,-0.8130107404525588,-1.2522591228267628,0.6365961511628466,-0.8147751003084741,-0.8101402378250818,NVDA,Nvidia Corporation,,,
2021-02-03,-0.8110896303127175,-0.8109367595279724,-0.8072018959723867,-0.8035977271956144,-0.807020047369943,-1.1089704353625005,-0.1461776260533429,-0.8132940091523194,-0.8095470883647647,NVDA,Nvidia Corporation,,,
2021-02-04,-0.8077159180052977,-0.8075540317026503,-0.813614875100694,-0.8082083103135488,-0.8096713505945404,-1.3618719845124163,0.2084689741835239,-0.8113321363155267,-0.8086916446684383,NVDA,Nvidia Corporation,,,
2021-02-05,-0.8095636068915758,-0.8094066484540615,-0.8120318014996676,-0.8028432891605457,-0.804772724734772,-1.5465954814725122,-0.2489119431264302,-0.8103268306738417,-0.808087151835639,NVDA,Nvidia Corporation,,,
2021-02-08,-0.7881797885047163,-0.7879658217091656,-0.7937427272209969,-0.7981617637767771,-0.804715917974492,-0.0230800041209986,1.783222988014879,-0.8041785579881937,-0.8055333148273119,NVDA,Nvidia Corporation,,,
2021-02-09,-0.7926066386105906,-0.7924044655878576,-0.7910235786010701,-0.7853875559946623,-0.7892246735086723,-0.8670646057408418,-0.4527370578332113,-0.800684073047499,-0.8036265719838382,NVDA,Nvidia Corporation,,,
2021-02-10,-0.7799693468575567,-0.7797334729474202,-0.783033754249331,-0.7823181222661355,-0.7861314623324437,0.2680425742868468,0.9656868752841758,-0.7948753193706328,-0.8007086803144032,NVDA,Nvidia Corporation,,,
2021-02-11,-0.7676977912711819,-0.7674291975548113,-0.773914035892198,-0.76726763693426,-0.77307688834244,0.069913022620066,0.9004664130260304,-0.7874231249424992,-0.7969058427668269,NVDA,Nvidia Corporation,,,
2021-02-12,-0.7750002124380918,-0.7747510484615004,-0.7734422185278698,-0.7711366716659804,-0.7713156620459767,-0.3666560671260629,-0.6575781032445106,-0.7836760917875835,-0.7941331711912459,NVDA,Nvidia Corporation,,,
2021-02-16,-0.7656924899252712,-0.7654185238364822,-0.7714245794178626,-0.76662281011159,-0.7709558457627621,-0.6696466768410254,0.6518377474739194,-0.7785178458660034,-0.7907401509829833,NVDA,Nvidia Corporation,,,
2021-02-17,-0.776393854901403,-0.7761484042254898,-0.7751246146217935,-0.771007701381733,-0.768260354151088,-0.9405453953232036,-0.9183225928129548,-0.7773486934728081,-0.788658622479316,NVDA,Nvidia Corporation,,,
2021-02-18,-0.7783360774928082,-0.7780958358612218,-0.7838221768610469,-0.776295360043041,-0.7794211126025337,-1.1751972638364507,-0.2430571897765926,-0.7769617752867981,-0.7869483677066167,NVDA,Nvidia Corporation,,,
2021-02-19,-0.7758767297239306,-0.7756299252752582,-0.7762793274093898,-0.7692859739155261,-0.771959560292321,-0.957945719754141,0.10916475932745,-0.7760511902647688,-0.7851630768054378,NVDA,Nvidia Corporation,,,
2021-02-22,-0.7902734001069348,-0.7900650150473008,-0.7773657411818417,-0.7827437266640084,-0.7782659053519398,-0.6471272596025696,-1.235224727038139,-0.7789999632630498,-0.7848894801258489,NVDA,Nvidia Corporation,,,
2021-02-23,-0.7956650777549558,-0.7954710553595564,-0.799578338114484,-0.8068735182986503,-0.7959287140519806,-0.2689571478937816,-0.5347800787506553,-0.7825716504967146,-0.7851461159951756,NVDA,Nvidia Corporation,,,
2021-02-24,-0.7866600850199725,-0.7864420300195569,-0.7929232574494841,-0.7974202153905631,-0.7947292943334452,0.0555198782688817,0.6692419263611155,-0.7829788116421146,-0.7845353864056706,NVDA,Nvidia Corporation,,,
2021-02-25,-0.8167146149257778,-0.8165767617781349,-0.7962011365355354,-0.8113422168849159,-0.7966799166322832,2.21400946391084,-2.5534651070289045,-0.7908657542771905,-0.7867971786172259,NVDA,Nvidia Corporation,,,
2021-02-26,-0.806448408929103,-0.8062831359840678,-0.8091202125894966,-0.8076086218604369,-0.8040783529956143,0.3574545316199614,0.829453998542402,-0.7941912026422265,-0.7878911053370332,NVDA,Nvidia Corporation,,,
2021-03-01,-0.803238604895819,-0.8030648086297532,-0.8073695174804284,-0.8026498214348914,-0.8009851418193856,-0.4904554730047501,0.1902757288822499,-0.7958755820351577,-0.7885847303261334,NVDA,Nvidia Corporation,,,
2021-03-02,-0.8142237157187001,-0.8140792301508728,-0.807481273046471,-0.8067058544692721,-0.8003538860271096,-1.0016072198433794,-1.031984655471568,-0.7999099765067886,-0.790244929222375,NVDA,Nvidia Corporation,,,
2021-03-03,-0.8293959773803342,-0.8292920142284752,-0.8191276760512428,-0.822111001933186,-0.8123163446325362,-0.350380565778392,-1.4341164384933949,-0.8067631351957599,-0.7931762919033732,NVDA,Nvidia Corporation,,,
2021-03-04,-0.8403558808233077,-0.840281158212386,-0.8309603146507081,-0.8405533344049233,-0.8281106227021555,0.773019271954075,-1.1060853224720426,-0.8146677553122941,-0.7968684351130509,NVDA,Nvidia Corporation,,,
2021-03-05,-0.8380541696359575,-0.8379733045933403,-0.8415140991874775,-0.850986791794437,-0.834442204508181,0.5979600712808192,0.1332148522771897,-0.8200155895054744,-0.8000091903284456,NVDA,Nvidia Corporation,,,
2021-03-08,-0.8599550890783947,-0.8599325861686803,-0.8434696676599349,-0.853895006518013,-0.8369672758390151,0.5995210502535154,-2.178362816143502,-0.829551202793377,-0.8049171881190125,NVDA,Nvidia Corporation,,,
2021-03-09,-0.8364633065620009,-0.836487429209545,-0.8398565455578001,-0.8411852715787387,-0.8450411563816987,0.4773514900669081,2.321944173741876,-0.8307768631470484,-0.807177127457492,NVDA,Nvidia Corporation,,,
2021-03-10,-0.8377753446557166,-0.8378025847380306,-0.8308361733756086,-0.8309130085956092,-0.8271069081725965,-0.311447913753498,-0.212679970535276,-0.8320270838430124,-0.8093545946522404,NVDA,Nvidia Corporation,,,
2021-03-11,-0.8245218591038894,-0.8245182741432534,-0.8291910054549883,-0.8237682319579861,-0.8243419673465742,-0.7961548403488031,1.1757369232488832,-0.8296214180166458,-0.8100918655628907,NVDA,Nvidia Corporation,,,
2021-03-12,-0.8279913353330632,-0.8279958409726837,-0.8331021187178589,-0.8274953821580378,-0.8319613456452883,-1.1172573972616673,-0.4055542463473964,-0.8286923805746277,-0.8110873046795368,NVDA,Nvidia Corporation,,,
2021-03-15,-0.8195320280988161,-0.8195168915044271,-0.8252054121634665,-0.8229234925852343,-0.8264945799401254,-1.243375316026271,0.6942448855355124,-0.825861653129311,-0.8111993613233125,NVDA,Nvidia Corporation,,,
2021-03-16,-0.8170087573091204,-0.8169877388358664,-0.8176129014653608,-0.8139086837238747,-0.8140775950098643,-0.9556272068682246,0.1393393044575222,-0.8231020859074079,-0.8110647256812492,NVDA,Nvidia Corporation,,,
2021-03-17,-0.8157471098533251,-0.815723162501586,-0.8190842195003447,-0.8171908950527714,-0.8220757171515981,-1.1178312865898643,0.0247719441292752,-0.8207141466295216,-0.8108240758534297,NVDA,Nvidia Corporation,,,
2021-03-18,-0.8313600061645016,-0.8313722494137037,-0.8257703473251415,-0.8242196156535685,-0.8196327134083156,-0.830702977906271,-1.4794761299558936,-0.822861709738536,-0.8120686947765893,NVDA,Nvidia Corporation,,,
2021-03-19,-0.8282500185312727,-0.8282550804477996,-0.8322888536418966,-0.8269150281782081,-0.8293920859273776,-0.8002179767924389,0.2025486609290475,-0.8236878549278733,-0.8129086684352657,NVDA,Nvidia Corporation,,,
2021-03-22,-0.8196582338516165,-0.8196433515498338,-0.8205431281442275,-0.81932531266943,-0.8252825418483867,-0.8082753829603267,0.707130764868017,-0.8221400956248947,-0.8128669757783443,NVDA,Nvidia Corporation,,,
2021-03-23,-0.8225725929192469,-0.8225644990034318,-0.82178475403362,-0.8163719595762957,-0.8166594731009784,-1.2430309824293526,-0.3508612270904402,-0.8217144539235766,-0.8131022352532825,NVDA,Nvidia Corporation,,,
2021-03-24,-0.8333659346796731,-0.8333829231320328,-0.8263849437332651,-0.8262895358288201,-0.8192602787518976,-1.106491233464689,-1.0698734042127265,-0.8241179568083391,-0.814327763778155,NVDA,Nvidia Corporation,,,
2021-03-25,-0.8360847616692835,-0.8361080731931121,-0.8374229550254639,-0.8356977003673491,-0.8357173585468014,-0.8235408390903707,-0.3437644272870887,-0.8266064367213279,-0.8156967153536887,NVDA,Nvidia Corporation,,,
2021-03-26,-0.8284140474148818,-0.8284194809188071,-0.8339091790982706,-0.8330796749329712,-0.834328590987621,-0.4285672478519705,0.6394664788987663,-0.8265377781788082,-0.8162222433317187,NVDA,Nvidia Corporation,,,
2021-03-29,-0.8256636448651767,-0.8256627098164292,-0.8287874871058044,-0.8246581097002961,-0.827618241257711,-0.9476386674197204,0.1666073881952904,-0.8257924662548374,-0.8164422017377031,NVDA,Nvidia Corporation,,,
2021-03-30,-0.8275939753625202,-0.8275975026835568,-0.8309541099551575,-0.8245291394160488,-0.8270690289721215,-1.3683913672807362,-0.2653349422667155,-0.8257204285147419,-0.8168230931500032,NVDA,Nvidia Corporation,,,
2021-03-31,-0.8155705134626041,-0.8155461232619741,-0.8186558586869146,-0.8173714485310044,-0.8226880453840693,-0.710874886178708,1.022503678398899,-0.8226333552851209,-0.8160424030504683,NVDA,Nvidia Corporation,,,
2021-04-01,-0.8038750610861171,-0.8038235447824064,-0.8087353083269645,-0.8037331669028557,-0.8086297568645064,-0.7481776925115221,0.9536420197909516,-0.8173677492960331,-0.8142364739801159,NVDA,Nvidia Corporation,,,
2021-04-05,-0.799440443730166,-0.7993785815194123,-0.8051594380801773,-0.7980134590192476,-0.8011745137408955,-1.050066434716346,0.29365490067468,-0.8122998658600207,-0.8121790650939751,NVDA,Nvidia Corporation,,,
2021-04-06,-0.8026197335667197,-0.8025653119522157,-0.8041599374095216,-0.7969688070964142,-0.7978351238828771,-1.4169424044462142,-0.3583278922956817,-0.8093009626362824,-0.8106066871410444,NVDA,Nvidia Corporation,,,
2021-04-07,-0.7955041123519669,-0.7954331149339556,-0.799460401534935,-0.7985680091028012,-0.8008399582849525,-1.0752486984376366,0.522243070921899,-0.8052567948080567,-0.8085103078670849,NVDA,Nvidia Corporation,,,
2021-04-08,-0.7911261814484397,-0.791045050249469,-0.7937985931629962,-0.7847040356268613,-0.7914467112357069,-1.1146634174982162,0.2799355803791808,-0.801119289747474,-0.8061941665433262,NVDA,Nvidia Corporation,,,
2021-04-09,-0.7890318703112764,-0.7889458810311213,-0.795375462068472,-0.7866127367971621,-0.7924251890188592,-1.3972694782756163,0.0858340969130066,-0.7974878489053173,-0.803892284446743,NVDA,Nvidia Corporation,,,
2021-04-12,-0.7686185722337006,-0.7684851136081812,-0.7719212392464372,-0.7875348632601756,-0.7905124459204961,2.471616905551972,1.5973504577398498,-0.789614798791209,-0.7998863328300633,NVDA,Nvidia Corporation,,,
2021-04-13,-0.7567464752227032,-0.7565854958890015,-0.7632919760223282,-0.7620896140839173,-0.7667326881632112,1.3633677460839098,0.840000453184269,-0.7807151496688504,-0.7951317909931491,NVDA,Nvidia Corporation,,,
2021-04-14,-0.7669026853797813,-0.766765276286479,-0.7627829068026525,-0.7594651192265456,-0.7567965620958427,-0.3049973977045621,-0.8582116119592537,-0.7766024238290707,-0.7917614183774226,NVDA,Nvidia Corporation,,,
2021-04-15,-0.7451961401644209,-0.7450083114879599,-0.750521883707713,-0.7490445514858867,-0.7558496543265637,0.9172720934897084,1.6012433435076778,-0.7680421747526198,-0.7866628961262483,NVDA,Nvidia Corporation,,,
2021-04-16,-0.7508672217181542,-0.7506925735480254,-0.7517262577417578,-0.7430153444383647,-0.74598931074101,-0.5936178186414681,-0.5059150990425082,-0.7630525780088122,-0.7825594244550472,NVDA,Nvidia Corporation,,,
