Date,Adj Close,Close,High,Low,Open,Volume,Daily_Return,EMA_7,EMA_21,Ticker,Company,negative,neutral,positive
2021-01-04,243.2566680908203,243.2566680908203,248.163330078125,239.06333923339844,239.82000732421875,145914600,,243.2566680908203,243.2566680908203,TSLA,Tesla,4.562075162084511e-09,1.0,9.383951393715506e-10
2021-01-05,245.0366668701172,245.0366668701172,246.94667053222656,239.73333740234372,241.22000122070312,96735600,0.0073173689061312,243.70166778564453,243.4184861616655,TSLA,Tesla,0.3991403877735138,0.20006394386291504,0.4007956385612488
2021-01-06,251.9933319091797,251.9933319091797,258.0,249.6999969482422,252.8300018310547,134100000,0.0283903022674965,245.77458381652832,244.1980175932577,TSLA,Tesla,0.9988672137260437,9.797619713936001e-05,0.0010347742354497313
2021-01-07,272.0133361816406,272.0133361816406,272.3299865722656,258.3999938964844,259.2099914550781,154496700,0.079446563608581,252.3342719078064,246.7266829194743,TSLA,Tesla,0.19112862646579742,0.7798338532447815,0.029037529602646828
2021-01-08,293.3399963378906,293.3399963378906,294.8299865722656,279.4633178710937,285.3333435058594,225166500,0.0784029947046744,262.58570301532745,250.96425686660305,TSLA,Tesla,0.39799585938453674,0.35590872168540955,0.24609537422657013
2021-01-11,270.39666748046875,270.39666748046875,284.8099975585937,267.8733215332031,283.1333312988281,177904800,-0.0782141172150082,264.5384441316128,252.7308396496817,TSLA,Tesla,2.3083227063125378e-07,0.9999997615814209,5.91590287868371e-09
2021-01-12,283.14666748046875,283.14666748046875,289.3333435058594,275.7799987792969,277.0,138812100,0.0471529479960064,269.1904999688268,255.495914907026,TSLA,Tesla,0.8263161182403564,0.1692727655172348,0.004411125089973211
2021-01-13,284.8033447265625,284.8033447265625,286.8233337402344,277.3333435058594,284.2533264160156,99937500,0.0058509508899942,273.0937111582607,258.16022670880204,TSLA,Tesla,0.5270506143569946,0.33448857069015503,0.13846084475517273
2021-01-14,281.6666564941406,281.6666564941406,287.6666564941406,279.5833435058594,281.1300048828125,93798900,-0.0110135231572978,275.2369474922307,260.29717487110554,TSLA,Tesla,0.6944890022277832,0.18292976915836334,0.12258120626211166
2021-01-15,275.3866577148437,275.3866577148437,286.6333312988281,273.0333251953125,284.0,116332800,-0.0222958544595338,275.27437504788395,261.6689460387181,TSLA,Tesla,0.8752177357673645,0.0022392829414457083,0.12254302948713303
2021-01-19,281.51666259765625,281.51666259765625,283.3333435058594,277.6666564941406,279.26666259765625,76101000,0.0222596291834877,276.834946935327,263.47328390771247,TSLA,Tesla,0.5011630058288574,0.4981858432292938,0.000651149544864893
2021-01-20,283.4833374023437,283.4833374023437,286.5,279.09332275390625,286.2466735839844,76997700,0.0069859978679069,278.4970445520812,265.2923796799517,TSLA,Tesla,0.42069482803344727,0.22766897082328796,0.3516361713409424
2021-01-21,281.663330078125,281.663330078125,285.239990234375,280.47332763671875,285.0,61563300,-0.0064201562634901,279.2886159335921,266.78064789796747,TSLA,Tesla,0.0,1.0,0.0
2021-01-22,282.2133178710937,282.2133178710937,282.6666564941406,276.2066650390625,278.10333251953125,60199500,0.001952642514083,280.01979141796755,268.1836178955244,TSLA,Tesla,0.4042819142341614,0.001007328974083066,0.5947107672691345
2021-01-25,293.6000061035156,293.6000061035156,300.1333312988281,279.6066589355469,285.0,123520200,0.0403478061146036,283.41484508935457,270.4941986417054,TSLA,Tesla,0.47416600584983826,0.006527218967676163,0.5193068385124207
